id,mnts_gw,date,region,type,city,city_size,city_class,eco,actors_all,actor1,act_type1,people,repert1,site_number,site_type,duration,claim1,direction,target,response,vandalism,violence,international,solidarity,extra,group_name,year,month,company_name,actor2,act_type2,act_fa,act_ip,act_ms,act_opzz,act_znp,act_s80,act_pis,act_sld,act_sr80,act_pip,act_fzz,act_ppp,act_nszzs,act_razem,site_base,repert2,claim2,claim_name
86,3,200405,KPO,protest,Toruń,202,voyvodeship,agriculture,PSL,psl,nonorganised,300,demonstration,1,company,h48,govtpolicycompany,defense,govtcentral,NA,n,n,n,n,0,NA,2004,may,Częstochowa combined,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
87,2,200405,POM,threat,Gdynia,247,normal,manufactoring,S,s,unionlocal,NA,strike,1,publicspace,w1,wage,offense,company,negative,n,n,n,n,0,occupational therapy,2004,may,Lelów DPS,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,layoffs,0
88,1,200405,LDZ,protest,Kutno,46,normal,healthsocial,S,s,nonorganised,NA,blockade,1,media,timeless,bankrupcy,offense,govtcentral,NA,n,n,n,n,0,occupational therapy,2004,may,Gdańsk shipyard,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,political,dignity of work
89,2,200405,DSL,protest,Wrocław,638,voyvodeship,construction,S,s,unionlocal,NA,demonstration,1,company,NA,layoffs,offense,govtlocal,NA,n,n,n,n,0,NA,2004,may,PKP,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
90,1,200405,SLA,protest,Częstochowa,227,normal,energy,S,s,unionlocal,30,demonstration,1,company,NA,wage,defense,govtlocal,NA,n,n,n,n,0,NA,2004,may,Poczta Polska,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,250,NOREPERT2,layoffs,0
91,1,200405,MAZ,protest,Kozienice,18,normal,transportpost,S,s,unionlocal,30,demonstration,1,company,NA,wage,defense,govtlocal,negative,n,n,n,n,0,NA,2004,may,Zachem,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
92,1,200405,PDK,protest,Przeworsk,16,normal,manufactoring,S,s,unionlocal,100,demonstration,1,company,h2,wage,offense,company,unclear,n,n,n,n,0,occupational therapy,2004,may,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
93,2,200405,MAZ,protest,Płock,121,normal,manufactoring,S,s,unionlocal,1000,demonstration,1,statecentral,NA,govtpolicycompany,defense,govtcentral,NA,n,n,n,n,0,NA,2004,may,Wrozamet,s,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,y,n,1,NOREPERT2,bankrupcy,0
94,2,200405,MAZ,protest,Kozienice,18,normal,transportpost,S,s,unioncentral,2500,demonstration,1,company,h2,govtpolicycompany,offense,company,unclear,n,n,n,n,0,healthcare,2004,may,TVP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
95,1,200405,WLK,protest,Poznań,542,voyvodeship,NOTCOMPANY,S OPZZ SLD SdRP,s,unioncentral,NA,demonstration,1,statecentral,NA,managepolicy,offense,govtcentral,NA,n,n,n,n,0,NA,2004,may,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
96,1,200405,POM,protest,Gdynia,247,normal,manufactoring,S S80,s,unionlocal,200,demonstration,1,company,h2,govtpolicycompany,offense,govtlocal,positive,n,n,n,n,0,NA,2004,may,Michelin,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
97,1,200406,SLA,threat,NOTCITY,NOTCITY,NOTCITY,healthsocial,NA,NA,unionlocal,NA,nonspecific,0,publicspace,NA,wage,defense,govtcentral,NA,n,n,n,n,0,NA,2004,jun,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,drastic,NOCLAIM2,0
98,3,200406,PL,threat,NOTCITY,NOTCITY,NOTCITY,agriculture,NA,NA,nonunion,NA,slowdown,1,NA,NA,wage,offense,company,positive,n,n,n,n,0,NA,2004,jun,Wrocław city,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
99,1,200406,LBL,threat,Lublin,340,voyvodeship,healthsocial,NA,NA,nonorganised,NA,strike,1,company,NA,wage,offense,company,NA,n,n,n,n,0,NA,2004,jun,LOT Ground Services,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
100,1,200406,KPO,threat,Bydgoszcz,355,voyvodeship,transportpost,NA,NA,unionlocal,NA,nonspecific,1,stateregional,NA,dialogue,offense,company,positive,n,n,n,n,0,healthcare,2004,jun,Radio 2,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
101,1,200406,MAZ,protest,Warszawa,1754,voyvodeship,information,NA,NA,nonorganised,NA,agitation,1,infrastructure,h2,wage,offense,company,negative,n,n,n,n,0,prisons,2004,jun,Vagra,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,blockade,NOCLAIM2,0
102,2,200406,KPO,threat,Żnin,14,normal,agriculture,NA,NA,community,20,drastic,1,infrastructure,h2,wage,defense,company,negative,n,n,n,n,0,prisons,2004,jun,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
103,1,200406,KPO,protest,Żnin,14,normal,agriculture,NA,NA,community,20,demonstration,1,company,h2,wage,defense,govtcentral,unclear,n,n,n,n,0,NA,2004,jun,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
104,2,200406,SLA,protest,Jastrzębie Zdrój,90,normal,mining,NA,NA,unionlocal,30,demonstration,1,company,NA,govtpolicycompany,defense,company,negative,n,n,n,n,0,NA,2004,jun,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
105,1,200406,PDL,protest,Augustów,31,normal,healthsocial,NA,NA,nonorganised,200,demonstration,1,statecentral,NA,wage,offense,company,negative,n,n,n,n,0,NA,2004,jun,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,20,NOREPERT2,investment,0
106,1,200406,WAM,protest,Drygały,1,normal,manufactoring,NA,NA,nonorganised,400,blockade,1,company,NA,bankrupcy,defense,other,unclear,n,n,n,n,0,NA,2004,jun,Cefarm,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,50,NOREPERT2,NOCLAIM2,0
107,1,200406,WAM,protest,Pisz,19,normal,manufactoring,NA,NA,nonorganised,600,blockade,2,company,NA,collagreement,defense,govtcentral,unclear,n,n,n,n,0,NA,2004,jun,Hanpol,NOACT2,NOACT2,n,y,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
108,2,200406,WAM,threat,NOTCITY,NOTCITY,NOTCITY,agriculture,NA,NA,nonunion,118,slowdown,118,NA,NA,govtpolicycompany,offense,company,positive,n,n,n,n,0,NA,2004,jun,HCP,NOACT2,NOACT2,n,y,n,n,n,n,n,n,n,n,n,n,n,n,1,strike,NOCLAIM2,0
109,1,200406,MAP,protest,Kraków,765,voyvodeship,manufactoring,FA,fa,movement,20,demonstration,1,statecentral,w1,wage,offense,company,positive,n,n,n,n,0,NA,2004,jun,Radom city,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
110,3,200406,SLA,threat,Katowice,298,voyvodeship,mining,S,s,unionlocal,NA,nonspecific,1,stateregional,h12,wage,defense,company,negative,n,n,n,n,0,NA,2004,jun,Ruch,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
111,1,200406,ZCP,threat,Szczecin,405,voyvodeship,healthsocial,S,s,unionlocal,NA,demonstration,1,stateregional,NA,wage,defense,company,NA,n,n,n,n,0,NA,2004,jun,MPK Łódź,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,conditions,0
112,9,200406,PDL,protest,Białystok,297,voyvodeship,transportpost,S,s,unionlocal,5,drastic,1,NA,NA,privatisationanti,offense,govtcentral,NA,n,n,n,n,0,NA,2004,jun,Tauron,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,drastic,NOCLAIM2,0
113,9,200406,SWK,protest,Kielce,198,voyvodeship,transportpost,S,s,unionlocal,9,drastic,1,company,NA,govtpolicycompany,offense,company,positive,n,n,n,n,0,healthcare,2004,jun,TVP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
114,3,200406,WLK,protest,Poznań,542,voyvodeship,manufactoring,S,s,unionlocal,20,demonstration,1,infrastructure,h2,wage,offense,company,NA,n,n,n,n,0,NA,2004,jun,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
115,1,200406,PDK,protest,Rzeszów,188,voyvodeship,education,S,s,unionlocal,70,demonstration,1,company,h2,duesalary,offense,company,negative,n,n,n,n,0,nurses,2004,jun,Hetman,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
116,1,200406,LBS,protest,Zielona Góra,139,voyvodeship,transportpost,S,s,unionlocal,100,blockade,1,company,m3,wage,offense,company,positive,n,n,n,n,0,NA,2004,jun,Enea,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
117,5,200406,SWK,protest,Kielce,198,voyvodeship,transportpost,S,s,unionlocal,100,blockade,1,publicspace,h2,govtpolicycompany,offense,company,NA,n,n,n,n,0,NA,2004,jun,Hutnik,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
118,2,200406,SLA,protest,Częstochowa,227,normal,energy,S,s,unionlocal,1400,demonstration,1,stateregional,NA,layoffs,offense,govtlocal,NA,n,n,n,n,0,NA,2004,jun,Krosno hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
119,1,200406,ZCP,protest,Szczecin,405,voyvodeship,manufactoring,S,s,unionlocal,2000,demonstration,1,stateregional,h48,govtpolicycompany,offense,company,positive,n,n,n,n,0,NA,2004,jun,HCP,NOACT2,NOACT2,n,y,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
120,1,200406,WLK,protest,Poznań,542,voyvodeship,education,S ZNP,s,unionlocal,150,demonstration,1,stateregional,NA,duesalary,defense,govtlocal,unclear,n,n,n,n,0,radiology,2004,jun,Radom city,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
121,1,200406,MAZ,threat,Warszawa,1754,voyvodeship,transportpost,SR80,sr80,unionlocal,NA,slowdown,1,company,NA,wage,offense,govtlocal,negative,n,n,n,n,0,NA,2004,jun,Radom city,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
122,1,200406,SWK,threat,Kielce,198,voyvodeship,education,ZNP,znp,unionlocal,3500,legal,1,stateregional,w2,privatisationanti,defense,company,NA,n,n,n,n,0,NA,2004,jun,KGHM,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,NA,NOREPERT2,policyother,manifa
123,1,200407,PDL,threat,Suwałki,70,normal,healthsocial,NA,NA,unionlocal,NA,nonspecific,0,stateregional,NA,privatisationpro,offense,govtcentral,NA,n,n,n,n,0,NA,2004,jul,KGHM,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,2,NOREPERT2,NOCLAIM2,0
124,1,200407,PDL,protest,Białystok,297,voyvodeship,healthsocial,NA,NA,unionlocal,NA,demonstration,1,company,w1,layoffs,offense,govtlocal,positive,n,n,n,n,0,NA,2004,jul,UJK,znp,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,y,n,1,slowdown,collagreement,0
125,2,200407,PDL,protest,NOTCITY,NOTCITY,NOTCITY,healthsocial,NA,NA,nonorganised,200,demonstration,1,infrastructure,h2,govtpolicycompany,offense,govtcentral,negative,n,n,n,n,0,NA,2004,jul,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,policywork,0
126,1,200407,ZCP,protest,Koszalin,109,normal,manufactoring,NA,NA,nonorganised,NA,blockade,1,company,NA,bankrupcy,offense,govtcentral,NA,n,n,n,n,0,NA,2004,jul,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
127,1,200407,MAP,threat,Kraków,765,voyvodeship,healthsocial,S,s,unionlocal,NA,nonspecific,1,company,NA,duesalary,offense,govtcentral,unclear,n,n,n,n,0,NA,2004,jul,NA,NA,nonunion,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
128,2,200407,SLA,threat,Katowice,298,voyvodeship,mining,S,s,unionlocal,NA,blockade,1,company,w2,wage,offense,govtlocal,negative,n,n,n,n,0,nurses,2004,jul,MOPS Radom,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
129,4,200407,SLA,threat,Katowice,298,voyvodeship,mining,S,s,unionlocal,200,demonstration,1,publicspace,h12,wage,offense,company,unclear,n,n,n,n,0,NA,2004,jul,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
130,10,200408,PL,protest,NOTCITY,NOTCITY,NOTCITY,agriculture,NA,NA,nonunion,NA,slowdown,1,company,h48,managepersonal,defense,company,positive,n,n,n,n,0,NA,2004,aug,Filharmonia Częstochowska,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,conditions,0
131,1,200408,POM,protest,Przechlewo,4,normal,agriculture,NA,NA,nonorganised,NA,demonstration,1,infrastructure,timeless,bankrupcy,defense,govtlocal,NA,n,n,n,n,0,NA,2004,aug,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,layoffs,0
132,1,200408,SLA,protest,Bytom,170,normal,manufactoring,NA,NA,nonorganised,20,blockade,1,company,NA,govtpolicycompany,defense,govtcentral,negative,n,n,n,n,0,NA,2004,aug,NOTCOMPANY,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
133,1,200408,DSL,protest,Wrocław,638,voyvodeship,adminsupport,NA,NA,nonorganised,20,demonstration,1,company,m1,duesalary,defense,govtlocal,negative,n,n,n,n,0,NA,2004,aug,SPEC,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
134,3,200408,PDL,protest,NOTCITY,NOTCITY,NOTCITY,agriculture,NA,NA,nonorganised,100,demonstration,1,stateregional,NA,govtpolicycompany,defense,govtcentral,NA,n,n,n,n,0,NA,2004,aug,NOTCOMPANY,NOACT2,community,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,commemoration,labour day
135,2,200408,ZCP,protest,Szczecin,405,voyvodeship,transportpost,NA,NA,nonunion,1000,demonstration,1,company,NA,bankrupcy,defense,govtcentral,unclear,n,n,n,n,0,NA,2004,aug,HCP,opzz,NOACT2,n,y,n,y,n,y,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
136,1,200408,KPO,threat,Inowrocław,74,normal,mining,S,s,unionlocal,NA,strike,1,company,NA,wage,offense,company,negative,n,n,n,n,0,NA,2004,aug,Tesco,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,privatisationanti,0
137,1,200408,LDZ,threat,Łódź,697,voyvodeship,transportpost,S,s,unionlocal,NA,slowdown,1,publicspace,NA,unionize,defense,company,negative,n,n,n,n,0,NA,2004,aug,NA,ppp,NOACT2,n,n,n,n,n,n,n,n,y,n,n,y,n,n,1,NOREPERT2,layoffs,0
138,3,200408,SLA,protest,Katowice,298,voyvodeship,mining,S,s,unionlocal,NA,strike,1,company,NA,pension,defense,company,positive,n,n,n,n,0,NOGROUP,2004,aug,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
139,4,200408,MAZ,threat,Warszawa,1754,voyvodeship,transportpost,SR80,sr80,unionlocal,NA,strike,1,company,NA,wage,defense,company,negative,n,n,n,n,0,NA,2004,aug,Radomiak,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,managepolicy,0
140,1,200409,MAZ,threat,Warszawa,1754,voyvodeship,healthsocial,NA,NA,unionlocal,NA,drastic,1,stateregional,h12,wage,defense,company,NA,n,n,n,n,0,NA,2004,sep,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,drastic,managepolicy,0
141,1,200409,LBL,threat,Lublin,340,voyvodeship,transportpost,NA,NA,unionlocal,NA,nonspecific,1,company,NA,investment,defense,govtlocal,positive,n,n,n,n,0,NA,2004,sep,Konin hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
142,1,200409,SWK,protest,Kielce,198,voyvodeship,sportculture,NA,NA,nonorganised,NA,slowdown,1,statecentral,NA,wage,offense,company,positive,n,n,n,n,0,NA,2004,sep,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
143,1,200409,MAZ,protest,Warszawa,1754,voyvodeship,healthsocial,NA,NA,nonorganised,NA,demonstration,1,company,m1,wage,offense,company,positive,n,n,n,n,0,NA,2004,sep,Konin hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,investment,0
144,3,200409,SLA,protest,Gliwice,182,normal,transportpost,NA,NA,unionlocal,8,drastic,1,publicspace,NA,govtpolicycompany,defense,company,negative,n,n,n,n,0,NA,2004,sep,KGHM,NA,political,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
145,2,200409,SLA,protest,Gliwice,182,normal,transportpost,NA,NA,unionlocal,15,demonstration,1,company,NA,investment,offense,company,negative,n,n,n,n,0,NA,2004,sep,Konin hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
146,1,200409,DSL,protest,Wrocław,638,voyvodeship,healthsocial,NA,NA,nonorganised,200,demonstration,1,company,w2,other,offense,company,negative,n,n,n,n,0,NA,2004,sep,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,3,NOREPERT2,NOCLAIM2,free director from arrest
147,1,200409,LBL,protest,Lublin,340,voyvodeship,healthsocial,NA,NA,nonorganised,200,demonstration,1,company,w1,govtpolicycompany,defense,company,NA,n,n,n,n,0,NA,2004,sep,NA,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,12,NOREPERT2,NOCLAIM2,0
148,1,200409,SLA,protest,NOTCITY,NOTCITY,NOTCITY,mining,NA,NA,unionlocal,1000,demonstration,1,company,NA,wage,offense,govtcentral,NA,n,n,n,n,0,cleaning staff,2004,sep,Fiat,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,demonstration,NOCLAIM2,0
149,1,200409,MAZ,protest,Warszawa,1754,voyvodeship,information,NA,NA,unionlocal,2000,demonstration,1,stateregional,h12,govtpolicycompany,offense,company,unclear,n,n,n,n,0,NA,2004,sep,Lentex,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,layoffs,0
150,1,200409,SWK,protest,NOTCITY,NOTCITY,NOTCITY,healthsocial,NA,NA,nonorganised,118,strike,2,company,h2,pension,defense,company,NA,n,n,n,n,0,NA,2004,sep,Tauron,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
151,1,200409,LBS,protest,Zielona Góra,139,voyvodeship,healthsocial,NA,NA,nonorganised,NA,demonstration,3,company,m1,wage,offense,company,positive,n,n,n,n,0,NA,2004,sep,NA,fa,movement,y,n,n,n,n,n,n,n,n,n,n,n,y,n,2,NOREPERT2,layoffs,0
152,1,200409,LDZ,protest,Łódź,697,voyvodeship,NOTCOMPANY,OPZZ,opzz,unioncentral,NA,agitation,2,infrastructure,h2,managepolicy,offense,company,negative,n,n,n,n,0,NA,2004,sep,Mazowsze,sld,NOACT2,n,n,n,n,n,n,n,y,n,n,n,n,y,n,1,NOREPERT2,bankrupcy,0
153,1,200409,SLA,protest,NOTCITY,NOTCITY,NOTCITY,mining,S,s,unionlocal,NA,blockade,1,company,h48,commemoration,offense,govtcentral,unclear,n,n,n,n,0,NA,2004,sep,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
154,4,200409,PDK,protest,Rzeszów,188,voyvodeship,energy,S,s,unionlocal,NA,strike,1,stateregional,NA,duesalary,defense,govtlocal,unclear,n,n,n,n,0,NA,2004,sep,GLS,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
155,1,200409,SLA,protest,Bielsko Biała,172,normal,manufactoring,S,s,unionlocal,NA,blockade,1,statecentral,NA,wage,defense,company,NA,n,n,n,n,0,NA,2004,sep,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,drastic,NOCLAIM2,0
156,1,200409,POM,protest,Gdynia,247,normal,transportpost,S,s,unionlocal,100,demonstration,1,company,NA,managepolicy,offense,govtcentral,NA,n,n,n,n,0,NA,2004,sep,Okęcie airport crew,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,privatisationanti,0
157,1,200409,MAZ,threat,Warszawa,1754,voyvodeship,transportpost,SR80,sr80,unionlocal,NA,demonstration,1,company,NA,wage,NA,NA,NA,n,n,n,n,0,NA,2004,sep,AZS Białystok,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
158,2,200410,MAZ,protest,Warszawa,1754,voyvodeship,transportpost,NA,NA,unionlocal,NA,agitation,1,publicspace,h2,wage,defense,company,NA,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,NOACT2,community,n,n,n,n,n,n,n,n,n,n,n,n,y,n,6,NOREPERT2,NOCLAIM2,0
159,1,200410,LBL,protest,Lublin,340,voyvodeship,healthsocial,NA,NA,nonorganised,NA,agitation,1,publicspace,NA,wage,defense,company,negative,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,6,NOREPERT2,NOCLAIM2,0
160,4,200410,KPO,protest,Inowrocław,74,normal,sportculture,NA,NA,nonorganised,6,strike,1,company,w2,wage,offense,company,unclear,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,NOACT2,community,n,n,n,n,n,n,n,n,n,n,n,n,y,n,7,NOREPERT2,NOCLAIM2,0
161,1,200410,SLA,protest,Katowice,298,voyvodeship,healthsocial,NA,NA,nonorganised,15,agitation,1,company,NA,govtpolicycompany,defense,company,NA,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,opzz,community,n,n,n,y,n,n,n,n,n,n,n,n,y,n,6,NOREPERT2,NOCLAIM2,0
162,2,200410,SLA,protest,Chorzów,110,normal,sportculture,NA,NA,nonorganised,22,strike,1,company,w1,wage,offense,company,negative,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,opzz,NOACT2,n,n,n,y,n,y,n,n,n,n,y,n,y,n,6,blockade,NOCLAIM2,against restructurisation
163,1,200410,SLA,protest,Siemianowice Śląskie,68,normal,education,NA,NA,nonorganised,80,demonstration,1,company,NA,govtpolicycompany,offense,company,negative,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,opzz,NOACT2,n,n,n,y,n,y,n,n,n,n,y,n,y,n,600,NOREPERT2,NOCLAIM2,0
164,2,200410,SWK,protest,Kielce,198,voyvodeship,transportpost,NA,NA,unionlocal,300,demonstration,1,stateregional,NA,unionize,defense,company,NA,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,opzz,NOACT2,n,n,n,y,n,n,y,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
165,1,200410,SLA,protest,Gliwice,182,normal,traderepair,NA,NA,nonorganised,4,legal,1,stateregional,NA,wage,offense,company,negative,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,opzz,community,n,n,n,y,n,n,n,n,n,n,n,n,y,n,3,demonstration,political,0
166,2,200410,DSL,protest,Wrocław,638,voyvodeship,publicsocial,NA,NA,unioncentral,15,legal,1,stateother,NA,NA,defense,company,negative,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,pis,community,n,n,n,n,n,n,y,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
167,1,200410,DSL,protest,Wrocław,638,voyvodeship,NOTCOMPANY,OPZZ,opzz,unioncentral,15,demonstration,1,NA,timeless,wage,defense,company,NA,n,n,n,n,0,NA,2004,oct,NOTCOMPANY,pis,NOACT2,n,n,n,n,n,n,y,n,n,n,n,n,y,n,1,NOREPERT2,conditions,0
168,1,200410,PDL,threat,Augustów,31,normal,healthsocial,PIP,pip,unionlocal,NA,strike,1,stateregional,NA,wage,offense,company,positive,n,n,n,n,0,NA,2004,oct,Kościerzyn hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
169,3,200410,PDL,protest,Augustów,31,normal,healthsocial,PIP,pip,unionlocal,50,demonstration,1,company,y1,wage,offense,company,positive,n,n,n,n,0,NA,2004,oct,MPK Rzeszów,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
170,1,200410,SWK,threat,Kielce,198,voyvodeship,transportpost,S,s,unionlocal,NA,strike,1,statecentral,NA,layoffs,defense,govtlocal,NA,n,n,n,n,0,NA,2004,oct,Kościerzyn hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,layoffs,0
171,1,200410,POM,threat,Tczew,60,normal,manufactoring,S,s,unionlocal,NA,strike,1,company,NA,wage,offense,company,positive,n,n,n,n,0,NA,2004,oct,Kostrzyn hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,privatise subcontractors too
172,1,200410,SLA,protest,Gliwice,182,normal,manufactoring,S,s,unionlocal,NA,agitation,1,stateregional,NA,conditions,offense,publicgeneral,NA,n,n,n,n,0,NOGROUP,2004,oct,Orlen,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
